State	b_g,6	b_f,6	b_r,6	b_g,52	b_f,52	b_r,52	b_g,54	b_f,54	b_r,54	b_g,73	b_f,73	b_r,73	b_g,94	b_f,94	b_r,94	b_g,16	b_f,16	b_r,16	b_g,35	b_f,35	b_r,35	b_g,58	b_f,58	b_r,58	b_g,83	b_f,83	b_r,83	b_g,85	b_f,85	b_r,85	b_g,17	b_f,17	b_r,17	b_g,21	b_f,21	b_r,21	b_g,65	b_f,65	b_r,65	b_g,92	b_f,92	b_r,92	b_g,7	b_f,7	b_r,7	b_g,10	b_f,10	b_r,10	b_g,39	b_f,39	b_r,39	b_g,53	b_f,53	b_r,53	b_g,28	b_f,28	b_r,28	b_g,57	b_f,57	b_r,57	b_g,67	b_f,67	b_r,67	b_g,71	b_f,71	b_r,71	b_g,100	b_f,100	b_r,100	b_g,11	b_f,11	b_r,11	b_g,46	b_f,46	b_r,46	b_g,56	b_f,56	b_r,56	b_g,75	b_f,75	b_r,75	b_g,78	b_f,78	b_r,78	b_g,13	b_f,13	b_r,13	b_g,55	b_f,55	b_r,55	b_g,68	b_f,68	b_r,68	b_g,82	b_f,82	b_r,82	b_g,86	b_f,86	b_r,86	b_g,30	b_f,30	b_r,30	b_g,60	b_f,60	b_r,60	b_g,81	b_f,81	b_r,81	b_g,98	b_f,98	b_r,98	b_g,70	b_f,70	b_r,70	b_g,99	b_f,99	b_r,99	b_g,24	b_f,24	b_r,24	b_g,76	b_f,76	b_r,76	b_g,15	b_f,15	b_r,15	b_g,37	b_f,37	b_r,37	b_g,61	b_f,61	b_r,61	b_g,97	b_f,97	b_r,97	b_g,69	b_f,69	b_r,69	b_g,77	b_f,77	b_r,77	b_g,49	b_f,49	b_r,49	b_g,32	b_f,32	b_r,32	b_g,59	b_f,59	b_r,59	b_g,79	b_f,79	b_r,79	b_g,84	b_f,84	b_r,84	b_g,90	b_f,90	b_r,90	b_g,34	b_f,34	b_r,34	b_g,38	b_f,38	b_r,38	b_g,62	b_f,62	b_r,62	b_g,26	b_f,26	b_r,26	b_g,72	b_f,72	b_r,72	b_g,80	b_f,80	b_r,80	b_g,40	b_f,40	b_r,40	b_g,93	b_f,93	b_r,93	b_g,66	b_f,66	b_r,66	b_g,9	b_f,9	b_r,9	b_g,91	b_f,91	b_r,91	b_g,12	b_f,12	b_r,12	b_g,43	b_f,43	b_r,43	b_g,50	b_f,50	b_r,50	b_g,3	b_f,3	b_r,3	b_g,8	b_f,8	b_r,8	b_g,96	b_f,96	b_r,96	b_g,19	b_f,19	b_r,19	b_g,20	b_f,20	b_r,20	b_g,45	b_f,45	b_r,45	b_g,63	b_f,63	b_r,63	b_g,4	b_f,4	b_r,4	b_g,44	b_f,44	b_r,44	b_g,51	b_f,51	b_r,51	b_g,74	b_f,74	b_r,74	b_g,95	b_f,95	b_r,95	b_g,14	b_f,14	b_r,14	b_g,18	b_f,18	b_r,18	b_g,33	b_f,33	b_r,33	b_g,22	b_f,22	b_r,22	b_g,27	b_f,27	b_r,27	b_g,36	b_f,36	b_r,36	b_g,2	b_f,2	b_r,2	b_g,23	b_f,23	b_r,23	b_g,48	b_f,48	b_r,48	b_g,88	b_f,88	b_r,88	b_g,29	b_f,29	b_r,29	b_g,87	b_f,87	b_r,87	b_g,5	b_f,5	b_r,5	b_g,25	b_f,25	b_r,25	b_g,41	b_f,41	b_r,41	b_g,42	b_f,42	b_r,42	b_g,89	b_f,89	b_r,89	b_g,31	b_f,31	b_r,31	b_g,47	b_f,47	b_r,47	b_g,64	b_f,64	b_r,64	b_g,Seeder	b_f,Seeder	b_r,Seeder	β	γ	k	Σ_gg	Σ_gf	Σ_gr	Σ_ff	Σ_fr	Σ_rr	σ_G	G0	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	L_inf	L_rec	L_DT	L_e	L_G	Pr
0	-0.302366	-1.95637	0.119018	-0.281497	0.681719	-0.609677	-0.51536	-0.462556	0.282711	-0.961294	0.44408	-0.343915	-0.372038	0.589602	0.0310047	-0.462369	-1.0082	-0.0765757	-0.506982	-0.275458	-0.172612	-0.823033	1.80033	0.0520841	-0.365777	0.714488	-0.562744	0.142998	0.468048	-0.301134	-0.745172	1.92575	0.207482	-0.899804	1.27823	-0.0378936	-1.10007	1.08652	-0.123293	-0.964364	1.60986	-0.0267203	-0.0239961	-0.221662	-0.305515	-0.741558	-0.17193	-0.496699	-0.524779	2.29559	-0.397351	-0.484756	-1.13414	-0.168932	0.599554	0.330068	0.139644	0.678401	-1.48104	-0.0454757	0.212771	0.225742	-0.0209503	-0.180667	-0.341158	0.08327	-0.88651	0.55726	-0.0754347	-0.552865	0.954243	-0.155413	-0.889867	1.12691	-0.00383019	-0.623265	-0.0782133	-0.0719968	0.555027	0.455427	-0.430067	-0.0260508	-0.734212	0.173864	0.0627112	1.35161	-0.282242	0.0818506	-0.381867	0.0263002	-0.704164	-0.844809	-0.18894	-0.496274	0.898716	0.0707192	0.60818	-0.825821	-0.177281	-1.70063	-2.06297	-0.0297198	-0.387518	0.0890617	-0.242151	-0.366175	1.28263	-0.254152	-0.15893	1.37443	-0.230973	-0.26821	-0.0430485	-0.000083247	-0.714203	0.387209	-0.0149265	1.18803	-0.474291	-0.371244	-0.470666	-0.468857	-0.0934781	-0.734798	0.908567	-0.296499	-0.0988965	-0.115299	-0.268994	-0.269875	-0.492878	-0.351867	-0.320153	0.975778	0.232793	-0.348092	0.222611	-0.0768025	-0.865411	-0.034717	-0.229913	-0.310463	0.766474	0.27071	-1.12314	1.1738	-0.211581	-0.803651	0.884256	-0.0681594	0.0745313	0.389482	0.219781	-0.724157	0.155	-0.239785	-0.849221	1.09136	-0.0830821	-0.403975	-0.13222	0.0391706	-1.33375	1.74221	-0.00457414	-0.890642	-1.44444	-0.642198	-0.35618	1.202	-0.631969	-0.535865	-1.8256	-0.415845	-0.432047	0.712108	-0.284561	-0.407847	1.06766	-0.0225941	-0.733366	-0.705616	0.0978872	-1.23617	0.987064	0.200987	-0.478182	0.663598	-0.470306	0.0749328	0.692231	-0.0350738	0.24968	1.28266	-0.14165	-0.531095	-2.26903	-0.141022	-1.38401	-0.675859	-0.550927	-0.0822933	0.692659	-0.33541	-0.343866	-0.264314	0.174052	-0.726123	-0.977659	0.0834269	-0.286796	-0.643025	-0.15487	-0.0149952	-1.19937	0.286553	-0.80865	1.60337	-0.37927	-0.303082	0.451764	-0.198067	-1.17841	0.359249	-0.457026	-0.550776	-0.286522	0.0641198	-0.136521	0.341461	0.036181	-0.256034	-0.907207	0.22949	-1.29898	0.228062	-0.236235	-1.21082	1.04106	-0.110499	-0.37356	0.550088	-0.191399	-1.53261	1.92647	0.203535	-0.291487	-1.07513	-0.0115618	-1.05642	0.632482	-0.362853	-0.943175	1.1697	-0.316412	-0.531552	-0.531549	0.134483	-1.23545	1.55594	0.0744232	-0.873025	0.734274	-0.107267	-0.500585	0.70358	-0.29788	-1.49792	1.80138	-0.216209	-0.852961	1.54227	0.000619449	-1.14276	0.0297347	-0.532877	-0.801069	2.00836	-0.534171	-1.34845	1.81137	-0.595526	-1.01366	-0.66072	-0.258932	-0.911515	-0.594841	0.174345	-1.21665	0.142357	-0.463569	-0.892965	0.291447	0.111425	0.0145458	0.395571	-0.017094	-1.28722	-0.0731523	-0.137619	0.00118414	0.0204277	1.03071	0.795307	-0.437033	0.0391494	0.32514	-0.0437964	0.018952	0.188273	-0.059842	-0.0933675	0.0451168	0.311634	-0.0622772	-0.045544	0.33039	0.225699	-0.20689	-0.0498903	-0.00565358	-0.0720093	0.145631	0.0124293	-0.0422557	-0.185908	-0.181127	-0.0277788	-0.284751	-0.105298	0.0463759	0.222618	0.183891	-0.168252	0.384185	0.116643	0.0723271	-0.248424	0.0365528	-0.0469664	-0.120922	-0.132023	0.173588	0.349721	-0.336453	-0.262039	-0.0631844	-0.244678	-0.270715	0.0748297	0.176779	0.0461697	-0.0183428	0.0288388	0.0565696	-0.0224089	-0.175296	-0.482665	-0.0842111	0.134771	0.018289	-0.113064	0.264365	-0.209099	-0.148921	-0.262653	0.191514	0.00712118	-0.231687	0.328587	-0.174199	-0.197403	0.140229	0.0225598	0.170043	-0.27557	0.0476797	0.271118	0.244076	-0.0548992	0.214749	-0.161237	-0.0363186	0.107091	-0.0807459	0.0312179	0.0392502	-0.105179	0.116237	0.337261	0.094392	0.00491833	-0.259714	-0.0508878	0.0460327	0.312617	-0.10546	-0.307726	0.00567714	0.233168	0.133345	0.0619738	-0.256572	-0.00775026	0.00229797	-0.0220178	0.0524997	-0.0645883	0.371267	-0.180758	-18811.1	-19180.7	0	10378.9	120.734	0
1	-0.488506	-2.12119	-0.105687	0.0686744	0.714127	-0.370624	-0.396836	-1.46814	-0.200877	-0.837213	1.21533	-0.511959	-0.239951	0.796266	-0.141638	-0.718322	-1.23367	-0.14079	-0.299936	1.25001	-0.106982	-1.07949	1.31309	0.148747	-0.548349	-1.636	-0.252651	-0.243288	1.5677	-0.222827	-0.933722	2.00335	0.05439	-0.721691	1.04155	-0.0425647	-0.842016	2.12368	-0.0321243	-0.645108	1.75066	-0.0325378	-0.382123	-0.476199	-0.297516	-0.398584	-0.733997	-0.248656	-0.613645	0.0129009	-0.276615	-0.436566	1.46252	-0.11087	-0.214133	0.164894	0.29477	0.164067	-0.653491	0.458016	0.473831	1.03458	-0.17929	-0.0796939	-0.619166	0.0397517	-1.16614	1.05516	-0.224179	-0.664336	0.92159	-0.061645	-1.6131	1.25469	-0.202673	-0.864623	0.817164	0.248103	0.402312	1.20893	-0.377589	-0.590821	-0.756898	-0.36365	0.198018	1.02567	-0.397412	-0.0219174	0.237748	-0.0250933	-0.684391	-1.0555	0.234949	-0.928077	0.516583	-0.0446681	0.133105	1.01607	-0.0197034	-0.911221	-1.33754	-0.33339	-0.281005	0.462281	0.00178165	-0.738701	2.18299	-0.287119	-0.759357	2.06215	-0.49111	-0.165607	1.21743	0.0951769	-0.561126	0.686208	0.341395	0.0809936	0.494076	-0.443736	-0.87885	0.906886	-0.106645	0.114188	0.76107	-0.218124	0.0301839	0.601258	-0.278464	-0.634903	0.216936	0.0674637	-0.522783	1.83678	0.056315	-0.149519	0.540502	-0.326898	-0.8558	2.13076	-0.111581	-0.450943	0.879786	0.357146	-1.18348	0.745112	0.0858274	-0.96299	1.49331	-0.190363	-0.623974	0.80414	-0.0341634	-1.12383	0.585081	-0.301469	-1.03161	1.68012	-0.115738	-0.0186875	-2.24614	-0.087058	-1.26781	1.85659	-0.213568	-1.02481	0.585911	0.217958	0.200978	0.689099	-0.234474	-0.699108	0.683058	-0.570558	-0.965758	1.25842	-0.0879342	-0.0770176	1.2969	0.218297	-0.660668	0.471057	-0.144662	-0.519213	-0.00650373	0.174696	-0.364937	-0.010424	-0.404019	-0.225123	1.85861	-0.0290356	-0.472054	1.6895	-0.336236	-0.732192	-0.584725	-0.472787	-0.964418	-0.647356	-0.199503	0.152429	1.23913	-0.219554	-0.143619	-0.247383	-0.294838	-0.479152	-0.557835	-0.1888	-0.66354	-1.63703	-0.175276	-0.00069878	-0.91117	0.025107	-0.921501	-0.188194	-0.2644	-0.409023	1.06873	-0.459191	-1.2291	1.55299	-0.0641354	-0.711117	0.632291	0.073525	-0.0854926	0.826687	-0.416859	0.166142	-2.25293	-0.00602725	-1.18213	0.211333	0.217181	-0.964569	0.649192	0.074467	-0.888937	2.00224	-0.0442795	-1.1878	1.56969	-0.083147	-0.358153	-0.829965	0.189317	-0.838804	1.29681	-0.40566	-1.28713	-2.07668	-0.263659	-0.536954	-0.548111	-0.141854	-1.59102	1.05391	-0.101405	-1.31625	1.89128	0.0747366	-0.652403	1.37353	-0.0786908	-1.20514	1.58486	-0.354475	-0.966579	0.929767	0.26548	-0.657118	-0.989011	-0.194168	-0.566229	1.1945	-0.167375	-0.867989	1.65176	-0.132407	-0.764974	-2.27545	-0.36558	-0.628194	0.594744	0.0580626	-0.890472	0.59728	-0.19785	-0.572958	-1.18538	0.0574758	-0.165739	-0.912468	-0.211718	0.0500616	0.364956	-0.129199	0.00103136	0.0197698	1.08679	0.732093	-0.479818	0.039506	0.412206	-0.0769068	0.0485458	0.220927	0.164811	0.0759378	-0.136182	-0.0128197	-0.353536	-0.218513	0.0186371	0.193243	-0.123455	-0.295777	0.00122206	-0.320974	-0.242293	0.151601	0.0467661	-0.255157	0.0399601	0.147948	0.359388	-0.0947509	0.332728	0.22895	-0.108513	0.0490989	-0.0139415	0.104055	0.0922255	-0.103556	0.59204	0.254345	0.128009	0.0801315	-0.144603	-0.0774362	-0.350721	-0.00272261	0.352087	-0.36357	-0.372638	0.338473	-0.086124	-0.122189	-0.0400013	0.523794	0.40286	0.0846331	-0.294863	-0.222577	-0.188333	-0.0645292	-0.20911	-0.162998	0.00342027	0.296015	-0.0811007	0.39649	0.122098	-0.184332	-0.173562	-0.0152609	0.189062	-0.0644157	-0.129218	0.00366434	-0.0213057	0.189277	-0.131052	0.189518	0.059442	-0.392272	0.33902	0.0398069	-0.168454	-0.113675	-0.00251745	0.267236	0.0206172	-0.157347	0.0666737	0.226267	-0.0701209	-0.20541	-0.285401	0.038595	-0.179656	-0.032106	0.0997298	-0.14813	0.283755	0.177961	0.10417	-0.101685	-0.185556	0.273209	0.154001	-0.10622	-0.036874	-0.276031	0.236201	-0.00828621	-18821.2	-19124.6	0	8946.46	106.452	0
2	-0.017327	-1.25122	0.189015	0.155115	-0.0396174	-0.511315	-0.373256	0.654266	-0.104582	-0.861825	1.04575	-0.222349	-0.41081	0.338124	-0.0780644	-0.618285	0.54894	0.0563564	0.117979	0.855851	-0.139065	-0.481032	1.86626	-0.00689607	-0.476166	-0.79303	-0.470268	0.41516	0.445581	-0.0821185	-0.220494	2.01255	-0.314962	0.0734475	0.462594	-0.1812	-0.369836	2.17308	-0.285945	-0.820597	1.85807	-0.242349	0.200243	-0.316337	-0.278553	0.0245097	-0.050845	-0.410202	-0.680884	0.816534	-0.333102	-0.244457	1.85881	0.0208979	0.149469	1.52379	0.391811	0.265636	0.0343132	0.296548	0.214276	0.279723	-0.0642744	-0.331771	0.0472725	0.0519865	-1.31674	1.71542	-0.167033	-0.269058	0.69515	-0.566119	-0.793184	2.14105	0.0601774	0.109636	0.707262	0.124545	0.894892	0.790544	-0.0443558	-0.419783	1.00183	-0.240737	0.0864407	1.03851	-0.0710511	0.29155	0.0142432	-0.33864	-0.798776	0.010208	-0.196872	-0.827373	0.802095	0.0864556	-0.0840375	0.57307	-0.00432542	-0.650318	-0.0512378	-0.069799	-0.321111	0.620667	-0.0981503	-0.864281	1.68944	-0.481313	-0.351375	1.65351	-0.441597	-0.000658079	1.15213	-0.172687	-0.444918	0.550954	0.261436	0.516808	0.0657425	-0.0315342	-0.82202	0.772666	0.0165164	-0.204999	0.914575	-0.459427	0.0489155	0.841471	-0.201612	-0.700178	0.0452373	-0.112964	-0.304085	1.42327	0.07476	-0.54446	1.40565	-0.123173	-0.556366	1.85558	0.040436	-0.202121	1.42618	-0.15478	-2.12798	1.05811	-0.292144	-1.15771	1.95943	0.0919267	-0.802679	1.32652	-0.0380418	-0.85715	0.246482	0.0304457	-0.82784	1.40943	-0.120029	0.286691	-0.905035	-0.0790163	-0.884703	0.851208	-0.0287525	-1.07117	0.304627	-0.0788686	-0.479117	1.49013	-0.0726148	-0.463003	0.052373	-0.488299	-0.922627	1.95106	-0.357388	-0.45681	0.881895	-0.143181	-1.10342	1.56283	-0.202631	-0.646431	0.855624	-0.280125	-0.711947	1.3235	-0.680087	-0.26218	1.35683	-0.0461569	-0.0367454	2.2071	-0.207543	-0.692746	-0.0889267	-0.470808	-1.25908	-0.3494	-0.189774	0.0797598	1.29586	-0.236923	-0.450632	0.517518	-0.159185	-1.24063	-0.0539198	-0.284973	-0.208182	-0.802789	0.00619392	0.585121	0.501005	0.304639	-0.45805	-0.201848	-0.074998	-0.489002	1.31765	-0.502707	-1.28896	1.11621	-0.24459	-0.871373	1.53239	-0.171455	-0.574005	1.40338	-0.419547	0.0123939	-0.296154	-0.389865	-1.19501	1.03495	-0.222866	-0.834941	0.797255	-0.335777	-0.427034	1.89667	-0.494577	-1.46963	0.926934	-0.259301	-0.362845	-1.2585	-0.264861	-1.02101	1.09022	-0.539335	-1.13883	0.0822449	0.0663395	-0.284779	-0.350598	0.0437226	-1.21883	1.9539	0.0131565	-0.914252	1.06657	0.289185	-0.424426	1.64205	-0.096035	-1.03672	1.92145	0.0572862	-1.22801	1.90241	-0.141255	-1.37391	0.942944	-0.614559	-0.884215	1.13082	-0.170488	-0.844149	2.10544	-0.473253	-1.369	-0.277113	-0.3439	-0.784053	1.44467	0.0266951	-0.717257	0.000425566	-0.480448	-1.08626	0.838692	0.0252333	0.298714	-0.222628	-0.360287	1.91893	-0.0819394	-0.304533	0.00135798	0.019158	1.0379	0.757586	-0.499983	0.0635061	0.354287	-0.0430455	0.040255	0.188732	0.13061	-0.212768	-0.18047	0.0219629	-0.0160475	-0.246088	0.0495704	0.145048	-0.00217871	-0.243039	0.00531055	-0.0926272	-0.101253	0.0545901	0.0843434	-0.277985	-0.0877611	0.159558	-0.259293	-0.116189	-0.318177	0.253584	0.147662	-0.0797711	-0.137269	0.0913315	0.234317	0.276004	0.27627	0.0659494	0.1064	-0.135452	-0.199172	0.0299401	-0.0346707	0.0904396	0.222839	0.134276	-0.24685	0.301201	0.0708973	0.137682	-0.204209	0.0416186	-0.108112	-0.145709	0.187259	0.00347491	0.0512638	-0.136444	-0.0994148	-0.120166	0.151677	0.214228	-0.0448993	-0.302891	0.0769935	0.179226	0.0611344	0.0539787	0.362555	-0.0506574	0.282636	-0.0306187	-0.0125775	-0.0074692	-0.265951	-0.197919	-0.242925	-0.160467	0.00389922	0.0160411	-0.155098	0.162979	0.210105	-0.144301	-0.155144	0.224729	0.0702196	0.256771	-0.223934	-0.0813857	-0.00387401	0.210949	-0.130571	0.0253655	0.0794847	-0.273304	0.496042	-0.0121178	-0.146977	-0.0589518	-0.198251	0.177732	0.123191	0.384394	0.0952051	-0.154179	0.0361386	-0.156264	-18782.6	-19211.8	0	10954.8	124.442	0
3	-0.249433	0.596316	-0.0240952	-0.378495	1.72817	-0.610972	-1.00521	1.42614	-0.132477	-0.42655	1.04117	-0.331623	-0.886971	0.581198	-0.105683	-0.462199	0.881589	0.103722	-0.640665	0.34821	-0.245292	-1.059	2.10638	0.0194224	-0.441682	-0.517557	-0.52247	-0.148583	1.0304	-0.161043	-1.03234	1.92991	0.0676108	-0.536102	0.937968	0.0885335	-0.515878	2.21486	-0.16728	-0.461206	1.55124	-0.262197	-0.488857	1.94295	-0.260305	-0.484934	0.25137	-0.650277	-0.847881	2.24821	-0.396273	-0.560091	0.786689	-0.187168	0.31134	1.15402	0.0136163	0.0957206	-0.912382	0.386141	0.244737	0.885154	-0.0721384	-0.202555	0.655677	0.157764	-1.03032	0.782519	-0.223059	-0.835429	1.43809	0.105074	-2.07902	2.20013	-0.310117	-0.11114	0.867842	-0.15021	0.371422	1.56054	-0.268231	-0.966097	0.599755	-0.271714	-0.0879941	1.71517	-0.336214	-0.21438	1.5036	-0.34039	-0.838616	-0.760553	-0.377172	-0.854525	1.1524	-0.272959	0.100308	0.221291	-0.144345	-0.945288	-1.64112	-0.658265	-0.717317	0.816297	-0.306351	-0.315304	1.9298	-0.536669	-0.123787	1.76572	-0.0360127	-0.538757	1.69956	-0.0763433	-0.297928	-0.909571	0.202984	0.681861	0.378985	-0.260492	-1.05772	0.469455	-0.462696	0.160011	0.00307554	-0.854154	-0.0964668	0.482838	-0.245707	-0.840497	1.14449	-0.27017	-0.547524	2.02192	-0.0834925	-0.714713	1.00374	-0.177281	-0.389851	0.985696	0.0372744	-0.575525	1.04228	-0.12719	-1.48784	1.27378	-0.0723566	-1.42682	1.55604	-0.290075	-0.664685	1.97923	0.100753	-0.914754	0.666293	-0.145918	-1.15021	1.10708	0.0322913	0.264012	0.336525	0.0171419	-1.07212	2.16399	-0.407138	-0.778962	0.296074	-0.108526	0.0866276	1.1902	-0.170364	-0.882945	1.54275	-0.305978	-0.946671	1.66227	-0.656189	-0.242252	1.95235	-0.00943038	-0.575168	1.65579	-0.31555	-0.0620508	1.03916	-0.128293	-0.226581	0.912825	-0.662801	0.262271	0.840949	-0.0737006	-0.16165	1.41279	-0.229812	-1.104	0.74482	-0.181557	-1.87095	0.22795	-0.799531	-0.177079	1.20546	-0.464931	-1.09787	0.0300534	0.0325136	-0.991465	-0.994125	-0.0955655	-0.324464	-0.908393	-0.0972306	0.593876	0.540442	0.0334446	-0.907442	0.484694	-0.394464	-0.339001	2.17072	-0.453913	-0.740872	0.913089	-0.450125	-0.665988	1.59813	-0.232921	-0.263023	1.17483	-0.212631	-0.550118	-0.547754	0.061042	-0.363548	-0.0573115	0.206827	-1.30249	1.17068	0.0913344	-0.375757	1.49288	-0.38348	-1.45577	1.34051	0.0744104	-0.225268	-0.449005	-0.130519	-0.882101	0.667493	-0.290625	-1.07858	0.367756	-0.0963465	-0.99126	0.773967	-0.174037	-1.05367	1.46192	0.0716236	-1.04812	-0.00846908	-0.356041	-0.798639	1.30524	-0.229496	-1.06772	2.18775	-0.0657318	-1.26057	1.46083	0.0249585	-0.840557	1.11092	-0.00505753	-0.57755	1.97911	-0.424643	-0.413945	1.88822	-0.109413	-0.856748	-2.25592	-0.564794	-0.802394	0.369681	0.00995414	-0.77901	2.0425	-0.54599	-0.793133	0.72668	-0.459857	0.140338	0.232596	-0.134424	-1.69956	-0.11936	-0.019103	0.00117782	0.0197838	1.0611	0.804451	-0.452976	0.0250063	0.296118	-0.0327852	0.0176385	0.169504	-0.120377	0.121236	0.282489	-0.0870284	-0.081963	0.0619507	-0.0293429	0.0341704	-0.15355	0.0198578	0.17133	-0.175552	0.31343	0.127666	0.103977	-0.118273	-0.0662862	-0.0882027	0.0845797	-0.129805	0.308637	0.246274	0.328482	-0.0776806	0.105696	-0.14949	0.00761946	0.291866	0.380765	0.00480261	0.0913553	-0.0886037	-0.0414536	0.174611	-0.0849374	-0.120404	0.0541701	-0.0450756	0.147916	-0.100858	-0.0226658	0.174487	0.0105054	0.155268	0.0049609	0.107129	0.0512739	0.083296	0.207606	0.116649	-0.00889628	0.0322775	-0.199157	0.0302237	0.321792	-0.225625	0.275164	0.0390636	-0.214291	0.331622	0.0935021	-0.0785199	0.0199122	-0.0386701	-0.0194355	-0.228182	-0.122058	-0.143347	0.240611	0.0809724	0.204148	0.0778199	-0.303908	0.0694421	0.0260545	-0.238896	0.00230359	0.177769	0.164597	-0.117994	-0.0514878	-0.290709	-0.100857	-0.109577	0.236768	0.0445534	-0.186235	-0.346208	0.243094	-0.0329337	0.357958	0.0740183	0.0434406	0.27227	-0.0388016	-0.399552	-0.131041	-0.0631476	0.294855	-0.0820625	-18837.1	-19215.1	0	13028.9	126.952	0
